EI,FALSE,
GF,FALSE,
GA,FALSE,
HD,FALSE,
CG,FALSE,
EH,FALSE,
FC,FALSE,
AA,FALSE,
CC,FALSE,
EA,FALSE,
IB,FALSE,
EE,FALSE,
JA,FALSE,
CE,FALSE,
AF,FALSE,
GG,FALSE,
EB,FALSE,
BC,FALSE,
AC,FALSE,
AH,FALSE,
ED,FALSE,
DF,FALSE,
AB,FALSE,
EF,FALSE,
JC,FALSE,
EG,FALSE,
BJ,FALSE,
BE,FALSE,
FI,FALSE,
DA,FALSE,
BA,FALSE,
CH,FALSE,
AG,FALSE,
BI,FALSE,
BB,FALSE,
CD,FALSE,
IA,FALSE,
GE,FALSE,
DB,FALSE,
BG,FALSE,
GD,FALSE,
AE,FALSE,
FG,FALSE,
DE,FALSE,
AD,FALSE,
EC,FALSE,
DD,FALSE,
GB,FALSE,
CA,FALSE,
IC,FALSE,
FJ,FALSE,
BH,FALSE,
CF,FALSE,
AJ,FALSE,
DG,FALSE,
BD,FALSE,
HC,FALSE,
FD,FALSE,
CB,FALSE,
FB,FALSE,
HB,FALSE,
CJ,FALSE,
BF,FALSE,
DC,FALSE,
GC,FALSE,
HE,FALSE,
AA,FALSE,
HA,FALSE,
FA,FALSE,
FE,FALSE,
AI,FALSE,
CC,FALSE,
HG,FALSE,
JB,FALSE,
IF,FALSE,
EA,FALSE,
DI,FALSE,
BC,FALSE,
AC,FALSE,
CE,FALSE,
AF,FALSE,
AB,FALSE,
CG,FALSE,
GA,FALSE,
FC,FALSE,
EB,FALSE,
FH,FALSE,
FF,FALSE,
EE,FALSE,
BA,FALSE,
BE,FALSE,
ED,FALSE,
DA,FALSE,
DH,FALSE,
BB,FALSE,
DF,FALSE,
HF,FALSE,
CI,FALSE,
CD,FALSE,
AH,FALSE,
GH,FALSE,
DB,FALSE,
IE,FALSE,
AG,FALSE,
EF,FALSE,
AE,FALSE,
AD,FALSE,
HD,FALSE,
KC,FALSE,
CA,FALSE,
BK,FALSE,
AK,FALSE,
BG,FALSE,
GF,FALSE,
DD,FALSE,
DE,FALSE,
EC,FALSE,
EH,FALSE,
EG,FALSE,
BD,FALSE,
CH,FALSE,
CB,FALSE,
IG,FALSE,
IB,FALSE,
JE,FALSE,
ID,FALSE,
CF,FALSE,
AA,FALSE,
DC,FALSE,
GB,FALSE,
KA,FALSE,
BF,FALSE,
GD,FALSE,
BI,FALSE,
FB,FALSE,
CC,FALSE,
BH,FALSE,
JD,FALSE,
GE,FALSE,
FD,FALSE,
AC,FALSE,
BC,FALSE,
DG,FALSE,
AB,FALSE,
FA,FALSE,
EI,FALSE,
EA,FALSE,
GI,FALSE,
CE,FALSE,
AF,FALSE,
GG,FALSE,
BA,FALSE,
GC,FALSE,
FG,FALSE,
IA,FALSE,
HB,FALSE,
BB,FALSE,
EB,FALSE,
BE,FALSE,
FE,FALSE,
HC,FALSE,
DA,FALSE,
HA,FALSE,
CG,FALSE,
FC,FALSE,
BJ,FALSE,
CD,FALSE,
JA,FALSE,
ED,FALSE,
GA,FALSE,
EE,FALSE,
DB,FALSE,
AD,FALSE,
AE,FALSE,
AI,FALSE,
IC,FALSE,
CA,FALSE,
DF,FALSE,
DJ,FALSE,
AG,FALSE,
HE,FALSE,
FF,FALSE,
AH,FALSE,
BD,FALSE,
DD,FALSE,
CB,FALSE,
AA,FALSE,
EC,FALSE,
AJ,FALSE,
DE,FALSE,
BG,FALSE,
EF,FALSE,
JC,FALSE,
DH,FALSE,
HH,FALSE,
DC,FALSE,
DI,FALSE,
CF,FALSE,
CC,FALSE,
EJ,FALSE,
AC,FALSE,
BF,FALSE,
BC,FALSE,
AB,FALSE,
FI,FALSE,
CI,FALSE,
FB,FALSE,
KB,FALSE,
CH,FALSE,
CJ,FALSE,
EG,FALSE,
GB,FALSE,
BA,FALSE,
HD,FALSE,
EA,FALSE,
FH,FALSE,
FA,FALSE,
BB,FALSE,
CE,FALSE,
AF,FALSE,
FD,FALSE,
BH,FALSE,
GD,FALSE,
GF,FALSE,
JB,FALSE,
BE,FALSE,
DA,FALSE,
EB,FALSE,
EH,FALSE,
DG,FALSE,
CK,FALSE,
CD,FALSE,
HF,FALSE,
BI,FALSE,
AD,FALSE,
IB,FALSE,
DB,FALSE,
GC,FALSE,
AE,FALSE,
GE,FALSE,
CA,FALSE,
HG,FALSE,
FC,FALSE,
CG,FALSE,
ED,FALSE,
FE,FALSE,
AA,FALSE,
BD,FALSE,
HB,FALSE,
EE,FALSE,
CB,FALSE,
GA,FALSE,
AG,FALSE,
HA,FALSE,
DF,FALSE,
DD,FALSE,
IE,FALSE,
HC,FALSE,
ID,FALSE,
IF,FALSE,
IA,FALSE,
EC,FALSE,
FG,FALSE,
DE,FALSE,
AC,FALSE,
DC,FALSE,
CC,FALSE,
AH,FALSE,
AB,FALSE,
BG,FALSE,
BC,FALSE,
GH,FALSE,
CF,FALSE,
AI,FALSE,
BF,FALSE,
BA,FALSE,
EF,FALSE,
FF,FALSE,
GG,FALSE,
BB,FALSE,
FB,FALSE,
EI,FALSE,
EA,FALSE,
DH,FALSE,
IC,FALSE,
CE,FALSE,
AF,FALSE,
FA,FALSE,
DA,FALSE,
BE,FALSE,
GB,FALSE,
HE,FALSE,
CH,FALSE,
EB,FALSE,
BJ,FALSE,
CD,FALSE,
AD,FALSE,
FD,FALSE,
JA,FALSE,
EG,FALSE,
DB,FALSE,
CA,FALSE,
AE,FALSE,
AK,FALSE,
BH,FALSE,
AA,FALSE,
JD,FALSE,
GD,FALSE,
CI,FALSE,
BD,FALSE,
DG,FALSE,
CB,FALSE,
DI,FALSE,
AJ,FALSE,
HD,FALSE,
ED,FALSE,
FC,FALSE,
BK,FALSE,
GC,FALSE,
CG,FALSE,
DD,FALSE,
AC,FALSE,
AG,FALSE,
EE,FALSE,
AB,FALSE,
FJ,FALSE,
GA,FALSE,
CC,FALSE,
FE,FALSE,
BC,FALSE,
DF,FALSE,
DC,FALSE,
EC,FALSE,
GF,FALSE,
DE,FALSE,
BA,FALSE,
GE,FALSE,
EH,FALSE,
BI,FALSE,
HB,FALSE,
BB,FALSE,
DJ,FALSE,
JE,FALSE,
HA,FALSE,
BG,FALSE,
BF,FALSE,
CF,FALSE,
FH,FALSE,
IB,FALSE,
AH,FALSE,
KA,FALSE,
EA,FALSE,
